grade,topic,title,checked_by,kind,ccss,does,notes,worksheet_link,answer_key_link
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 01 Comparing and Coloring Shapes,looked at pages,activity/colouring,K.MD.A.2,"4 boxed sections per sheet, each with a small and big version of the same shape (circle, star, square, triangle); students color the small shape red and the big shape green in each section.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/1JqEwcpOP0BoNiWilS4MNrGjoIXuK4a2-/view,https://drive.google.com/file/d/1rV-wcEKewhs_j31TSL6KpAY4eg7qgk2p/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 02 Tracing and Drawing Smaller Shapes,looked at pages,practice,"K.MD.A.2, K.G.A.2","A dotted-outline shape (circle, heart, triangle, square) is shown; students trace it, then draw the same shape smaller than the original size in the space beside it. 4 shapes per sheet.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/1NiXU-OPlftU0JN1VUZPwkQDRynU1Roe6/view,https://drive.google.com/file/d/13keu__Zxdi55nIY-3J6GJHgmplfkH0GY/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 03 Tracing and Drawing Bigger Shapes,looked at pages,practice,"K.MD.A.2, K.G.A.2","A dotted-outline shape (square, circle, triangle, star) is shown; students trace it, then draw the same shape bigger than the original size in the space beside it. 4 shapes per sheet.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/1wCg6l0dXmuXScfJiuB1gboISIq0cufi9/view,https://drive.google.com/file/d/138orpJcaMUEHlILAh0Jzff896eo_tNLW/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 04 Coloring Bigger Smaller Object,looked at pages,activity/colouring,K.MD.A.2,"Two-column layout: Group A shows one reference picture (colored), Group B shows two outline pictures of the same object at two sizes; students color the picture in Group B that is smaller (or, on later items, bigger) than Group A. 4 problems per sheet (2 'smaller' + 2 'bigger').",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/1gv2PbX-vBHfTYWkdhs_thoy7M81tuTzy/view,https://drive.google.com/file/d/1DLoXWNGo-AxYo6GwFfICDsaTCrxyY-OR/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 05 Cut and Paste Activity,read text,activity/colouring,K.MD.A.1,"Students cut out pictures and paste each one onto a paste-board under the correct size category (Small / Medium / Large), 5 sheets.",Cut-and-glue activity; requires scissors/glue.,https://drive.google.com/file/d/16HSjR-QL9QAfMxQDQyUi5neKyJl-K6h7/view,https://drive.google.com/file/d/1VZsHoDcv2lXW5jGRGs-JfiBgmsy9l4Oh/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 06 Coloring More or Fewer Pictures,read text,activity/colouring,K.CC.C.6,"Students color a specified number of pictured objects that are 'more than' or 'fewer than' a given number (e.g. 'Color more than 5 carrots'), 8 items per sheet.",,https://drive.google.com/file/d/14GSIEE8mo11nqDcv3NTlr36nBnoJPz8W/view,https://drive.google.com/file/d/1WCydvtzrfFr-6Oaix40FZ0GrgQcwV2ce/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 07 Big vs Small Circle Small,looked at pages,practice,K.MD.A.2,"Ocean-themed 'Big vs Small' page with 4 cloud-shaped sections, each containing 2 sea creatures of different sizes (e.g. fish, shells, jellyfish, starfish); students circle the smaller one in each section.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/1PmIpIXP71WguQzd39jxEldmrKg0to2Xn/view,https://drive.google.com/file/d/1Guvm0Yv9bcdFDo2jD3Zof4-rfFQbllHy/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 08 Big vs Small Circle Large,looked at pages,practice,K.MD.A.2,"Ocean-themed 'Big vs Small' page with 4 cloud-shaped sections, each containing 2 sea creatures of different sizes (e.g. squid, lobster/shrimp, fish, jellyfish); students circle the larger one in each section.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/1UB3WPEUsG-0jY5ah_9enhaOwLPIOFk9H/view,https://drive.google.com/file/d/1frvZCJqoRuqjX9tQ0V-4b5eHpk1PSCe3/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 09 Matching Pictures and Words,looked at pages,practice,K.MD.A.2,"Titled 'Small, Medium & Large' on the page (not literally matching pictures and words to each other, but the same picture drawn in 3 sizes plus the labels Small/Medium/Large printed below); students draw a line from each of the 3 sized pictures (e.g. ice cream cup, phone, violin) to its matching size-word label. 3 problems per sheet.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5). Actual on-page title differs from the catalogue title.,https://drive.google.com/file/d/1l1B4f8ZctbVa2WfHIlE9YEM5dzVK1Arh/view,https://drive.google.com/file/d/136A5wqXScAkpYrrcd8A69MZWwEUZzwNd/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 10 Count and Compare Single-Digit Numbers,looked at pages,practice,"K.CC.C.6, K.CC.C.7","Two boxed groups of clip-art pictures (e.g. carrots, cookies, teddy bears, stars, pears) shown side by side, quantities within 10 (single-digit); students count each set and write >, <, or = in the box between them. 5 problems per sheet.","Visually confirmed via rendered page 1; page count set to 3 (render.py reported pages_total 3, correcting the earlier null).",https://drive.google.com/file/d/1I-w2-oqbkLyHYpSn6weBHyntJODD5Z2l/view,https://drive.google.com/file/d/1LrUmndaSQmIUiPdwqN8_pkK3jJzAjgPv/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 11 Compare Numbers up to 10,looked at pages,practice,K.CC.C.7,"Pairs of single-digit numbers up to 10 shown side by side (e.g. '9 __ 5', '4 __ 4'); students write >, <, or = in the blank oval to compare them. 12 problems per sheet.",Visually confirmed via rendered page 1 of 3.,https://drive.google.com/file/d/1kFOSs0O4db2o16WG9wrMSrrMa49CCesP/view,https://drive.google.com/file/d/1r6NdkCSmX31grylHsj0infucrHhQ8i-f/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 12 Compare Numbers up to 20,looked at pages,practice,K.CC.C.7,"Pairs of two-digit numbers up to 20 shown side by side (e.g. '15 __ 19', '10 __ 10'); students write >, <, or = in the blank oval to compare them. 14 problems per sheet.",Visually confirmed via rendered page 1 of 3.,https://drive.google.com/file/d/1AMTm4Uvqq08Z84iZyGC62fnaDwNeAUFY/view,https://drive.google.com/file/d/1LDH3wqzdc6nn-N8AvBBlj5GF6CBk8Sm9/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 13 Comparing Ten Frames,looked at pages,practice,"K.CC.C.7, K.CC.B.5","Two double ten-frames (2x10 grid, filled with colored counters, quantities up to 20) shown side by side; students compare the counts using >, <, or = written in the blank circle between them. 4 problems per sheet.",Visually confirmed via rendered page 1 of 3.,https://drive.google.com/file/d/120yBzb710t6u30vyhiDFbevJZut0-n76/view,https://drive.google.com/file/d/18yCb1psQTwoUSgW8z1zdlH8XjNKJgR9y/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 14 Holds More vs. Holds Less Comparing Containers,read text,practice,K.MD.A.2,"Students check which of two pictured containers holds more or less liquid, 6 problems per sheet.",,https://drive.google.com/file/d/1hsyixc6a-E3f2IeyVsJ0gW06F6qr-DOM/view,https://drive.google.com/file/d/11wZAvO43RzSOBvOa4PAG2tzVChme2u-8/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 15 Comparing Groups of Objects,read text,practice,K.CC.C.6,"Students count and number items in two groups (A and B) then check the group with more or fewer of a named object, 5 problems per sheet.",,https://drive.google.com/file/d/1wpyoWMD-lX5d6Rjod_6-ZEmyBJDPaCH9/view,https://drive.google.com/file/d/1UBwEtFXxuNnmF8dT-IHqR7V_GpJMRR83/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 16 Counting and Comparing Groups Up to 10 Items,read text,practice,K.CC.C.6,"Students count two pictured groups (up to 10 items each), write how many are in each, then state which group has more or fewer, 3 problems per sheet.",,https://drive.google.com/file/d/15Zgm1Ng-8fwLqHENk7ptcB-ffUvtnbMC/view,https://drive.google.com/file/d/1DQTNPkZAvT3ZBJlsJz1XkcxOxltu46Py/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 17 Comparing Quantities,read text,practice,K.CC.C.6,"Students compare two pictured sets/scenes and answer which one has more or fewer of a named object (e.g. balloons, fish, tulips), 4 problems per sheet.",,https://drive.google.com/file/d/1AtGhov_nfyrBuEtnaB84bFmJWVP3dw8k/view,https://drive.google.com/file/d/1VrYnFf4KZWdbFVUgwSfCm2BSgqwZsu9N/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 18 Choosing the Group with the Most or Fewest Object,read text,practice,K.CC.C.6,"Students choose (from three pictured groups a/b/c) the group with the most or fewest of a named object, 4 problems per sheet.",,https://drive.google.com/file/d/1KQlJaqTc-VXAnHIyMRUD7xsN-kzg7Jdj/view,https://drive.google.com/file/d/17hSrv35ROHhIndUTC6n6zi2YAr0zEtos/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 19 Shading Containers to Visualize Liquid Levels,read text,practice,K.MD.A.2,"Given container A already shaded/filled to a level, students shade container B to show it holds more or less liquid than container A, 6 problems per sheet.",,https://drive.google.com/file/d/100wml1tABmxaqKx_CwcQMIoxMKaZDvmR/view,https://drive.google.com/file/d/1miGc_5m2eTh4_coQ0slE2vT3ccUi3NsW/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 20 Big vs Small Jungle Theme,looked at pages,practice,K.MD.A.2,"Four boxes per sheet, each with two jungle/animal-themed pictures of different sizes (e.g. plants, rabbit vs lion, ostrich vs parrot, ant vs ladybug); students circle the one that is big or small as instructed ('Circle the small plant', 'Circle the big bird', etc.).",Visually confirmed via rendered page 1 of 5.,https://drive.google.com/file/d/1p5KCx0zdGWkttwW4QQGuC4e2lTnTyJWc/view,https://drive.google.com/file/d/1qvpOlyt1due5K-Wy6b3j2bTDWxlIVGX8/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 21 Small vs Large Shapes,looked at pages,practice,K.MD.A.2,"A shape (circle, triangle, square, heart, etc.) is shown in a middle box; students draw the same shape smaller than the original in the box to the left, and larger than the original in the box to the right. 4 problems per sheet.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/1gRmOhNye_qxQtDcuvPMVnxW1EYHSJ7lE/view,https://drive.google.com/file/d/1qOafbQ2MTTonfoyyZwsdNvvGyxkXLG9E/view
K,Math - Comparing & Ordering Numbers,"Kindergarten Math - Comparing & Ordering Numbers - 22 Ordering Sizes Small, Medium, Big",looked at pages,practice,K.MD.A.2,"Three vegetable pictures of different sizes shown per problem (e.g. eggplants, pumpkins, carrots, tomatoes); students write 1 under the small size, 2 under the medium size, and 3 under the big size. 4 problems per sheet.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/1xz1vvCDStrLoDH9xf8NHrfan-kpeaA3T/view,https://drive.google.com/file/d/1Y2d1qS0IpN-FED7ag9xazQ8-h_GYKFtU/view
K,Math - Comparing & Ordering Numbers,"Kindergarten Math - Comparing & Ordering Numbers - 23 Ordering Sizes Big, Medium, Small",looked at pages,practice,K.MD.A.2,"Three fruit/object pictures of different sizes shown per problem (e.g. mangoes, strawberries, pears, apples); students write 1 under the big size, 2 under the medium size, and 3 under the small size. 4 problems per sheet.",Visually confirmed via rendered page 1; page count corrected from 4 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/13NeFha-bLSsXN3rcegHuyM3qN0SQ0i3c/view,https://drive.google.com/file/d/10_Kc4A0L9KG2BjJSqi6j9IdvXKD3X3Cn/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 24 Biggest vs Smallest Objects,looked at pages,practice,K.MD.A.2,"Rows of 4 pictured objects of varying sizes (e.g. cups, drink cups, ice-cream cones); students tick the box under the biggest object and cross out the box under the smallest object in each group of 4. 3 groups per sheet.",Visually confirmed via rendered page 1; page count corrected from 3 to 5 (render.py reported pages_total 5).,https://drive.google.com/file/d/145UkfaBteLNgNNaeHGkFTgpuEOfc9KAf/view,https://drive.google.com/file/d/1c7sYv5MVNQA0O4iFHoOCaFY1ABb35v8e/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 25 Circling the Group with More or Fewer Objects,read text,practice,K.CC.C.6,"Students count items in two pictured sets and answer 'which of these are more/fewer', 4 problems per sheet.",,https://drive.google.com/file/d/1VJzn3nFebuyL7Iy8VEZWmVO-q0GwuAMn/view,https://drive.google.com/file/d/1CMEVzZ71uEChHg86RBu4_CHLvaYkCyrL/view
K,Math - Comparing & Ordering Numbers,Kindergarten Math - Comparing & Ordering Numbers - 26 Ordering Quantities,read text,practice,K.CC.C.6,"Students write numbers 1 to 3 to order three groups of pictured items from fewest to most (2 problems) and from most to fewest (2 problems), 4 problems per sheet.",,https://drive.google.com/file/d/1PGtfjuNhE2ff2ty9Ewf39scpfy9rUSU0/view,https://drive.google.com/file/d/1fJ0M1Oo88Ce5hVAJkRt1WhHTg0UgSWyN/view
K,Math - Counting,Kindergarten Math - Counting - 01 Compare and Estimate the Count Level 1,read text,assessment/review,K.CC.B.5,"Students estimate the number of objects in a large pictured group (choosing from stated round-number estimates like 'About 50 chocolates', 'About 100 bananas'), 3-4 problems per sheet.",Estimating quantities up to 150 is well beyond typical kindergarten counting range (usually to 20).,https://drive.google.com/file/d/1tMLtH080rl-EoYOy_-Iiwy5iBOMGI3Lt/view,https://drive.google.com/file/d/1OwxIzK8n8BWQMc-Nspm4nlRjdUpFSvhg/view
K,Math - Counting,Kindergarten Math - Counting - 02 Counting Forward up to 10,read text,practice,"K.CC.A.1, K.CC.A.2","Students count forward by ones and fill in missing numbers in short sequences within 10, several sequences per sheet (3 sheets).",,https://drive.google.com/file/d/1aNGg3GGTs9RHKwi2MwoauOLs5qldNsrC/view,https://drive.google.com/file/d/1503n2GCT0TULX19DHFPO3IJiwwpbtGhI/view
K,Math - Counting,Kindergarten Math - Counting - 03 Counting Objects to 10,read text,practice,"K.CC.B.4, K.CC.B.5","Students count the pictures in each of 10 sets and write the number in a box, 10 problems per sheet.",,https://drive.google.com/file/d/1GELxZalgChBlFFEtZaHVMgVtkB-ukRxW/view,https://drive.google.com/file/d/15oqXv4L1gAYtw776WnO5uta6o4ULQ0Va/view
K,Math - Counting,Kindergarten Math - Counting - 04 Counting on by Ones within 20,read text,practice,"K.CC.A.1, K.CC.A.2","Students count forward by ones to fill in missing numbers in short number sequences, within 20, several sequences per sheet (3 sheets).",,https://drive.google.com/file/d/1U3qyuc8Il8nIFDyv6jU9LMqBrm8o8g9V/view,https://drive.google.com/file/d/17I6-QHqDLVSLAFqnB6RaweWCi8HQdg9J/view
